ID_Transaction,deviceCategory,operatingSystem,campaign,medium,continent,Products,Products_Category,CA
ORD201612202978,desktop,Windows,(not set),(none),Americas,2,1,26.99
ORD201612271698,desktop,Macintosh,(not set),(none),Americas,2,1,26.99
ORD201701052142,tablet,iOS,(not set),(none),Americas,2,1,26.99
ORD201701191963,desktop,Macintosh,(not set),(none),Americas,2,1,26.99
ORD201701221445,desktop,Windows,(not set),(none),Americas,2,1,26.99
ORD201701231896,mobile,iOS,(not set),(none),Americas,2,1,26.99
ORD201701291563,tablet,iOS,(not set),(none),Americas,2,1,26.99
ORD201702012269,desktop,Macintosh,(not set),(none),Americas,2,1,26.99
ORD201702082328,desktop,Windows,(not set),(none),Americas,2,1,26.99
ORD201702092339,desktop,Macintosh,(not set),(none),Americas,2,1,26.99
ORD201702102049,desktop,Linux,(not set),(none),Americas,2,1,26.99
ORD201702132116,desktop,Windows,AW - Dynamic Search Ads Whole Site,cpc,Americas,2,1,26.99
ORD201702181372,mobile,Android,(not set),(none),Americas,2,1,26.99
ORD201702282025,desktop,Macintosh,(not set),(none),Americas,2,1,26.99
ORD201703051568,mobile,iOS,(not set),organic,Americas,2,1,26.99
ORD201703091865,desktop,Chrome OS,(not set),(none),Americas,2,1,26.99
ORD201703202080,desktop,Windows,(not set),organic,Americas,2,1,26.99
ORD201703212315,desktop,Macintosh,(not set),(none),Americas,2,1,26.99
ORD201703212327,desktop,Macintosh,(not set),(none),Americas,2,1,26.99
ORD201703242050,tablet,iOS,(not set),organic,Americas,2,1,26.99
ORD201705182790,desktop,Macintosh,(not set),organic,Americas,2,1,26.99
ORD201705232145,tablet,iOS,(not set),organic,Americas,2,1,26.99
ORD201705242417,desktop,Windows,(not set),organic,Americas,2,1,26.99
ORD201706062444,desktop,Macintosh,(not set),(none),Americas,2,1,26.99
ORD201706091784,desktop,Macintosh,(not set),(none),Americas,2,1,26.99
ORD201706261977,desktop,Linux,(not set),(none),Americas,2,1,26.99
ORD201707021534,desktop,Windows,(not set),organic,Americas,2,1,26.99
ORD201707081461,desktop,Windows,(not set),(none),Americas,2,1,26.99
ORD201608251480,desktop,Chrome OS,(not set),(none),Americas,2,1,26.98
ORD201701092212,mobile,Android,(not set),(none),Americas,2,1,26.98
ORD201702062131,mobile,iOS,(not set),(none),Americas,2,1,26.98
ORD201608111490,desktop,Windows,(not set),(none),Americas,2,1,26.97
ORD201608312129,desktop,Linux,(not set),(none),Americas,4,1,26.96
ORD201704121958,mobile,Android,(not set),(none),Americas,2,1,26.95
ORD201705051961,desktop,Chrome OS,(not set),(none),Americas,6,1,26.910000000000004
ORD201609081106,desktop,Macintosh,(not set),(none),Americas,2,1,26.91
ORD201610272065,desktop,Macintosh,(not set),organic,Americas,2,1,26.9
ORD201706101557,desktop,Macintosh,(not set),(none),Americas,4,2,26.86
ORD201707182695,desktop,Windows,(not set),(none),Americas,4,1,26.8
ORD20160828854,desktop,Macintosh,(not set),(none),Americas,2,1,26.78
ORD20160904790,desktop,Chrome OS,(not set),(none),Americas,2,1,26.77
ORD201608261474,desktop,Windows,(not set),organic,Americas,2,1,26.68
ORD201610242164,desktop,Macintosh,(not set),(none),Americas,2,1,26.59
ORD201611232413,desktop,Macintosh,(not set),(none),Americas,2,1,26.59
ORD201612142704,desktop,Macintosh,(not set),cpm,Americas,2,1,26.59
ORD201701061898,desktop,Linux,(not set),(none),Americas,2,1,26.59
ORD201701161573,desktop,Macintosh,(not set),(none),Americas,2,1,26.59
ORD201702212196,desktop,Macintosh,AW - Accessories,cpc,Americas,2,1,26.59
ORD201611011599,desktop,Macintosh,(not set),(none),Americas,2,1,26.58
ORD20160807943,mobile,iOS,(not set),organic,Americas,2,1,26.49
ORD201609051214,desktop,Macintosh,(not set),organic,Americas,2,1,26.49
ORD201612192970,desktop,Macintosh,(not set),(none),Americas,2,1,26.39
ORD20160903895,desktop,Linux,(not set),referral,Americas,2,1,26.37
ORD201608121471,desktop,Linux,(not set),(none),Americas,2,1,26.36
ORD201705052057,desktop,Macintosh,(not set),(none),Americas,2,1,26.33
ORD201608151976,desktop,Chrome OS,(not set),(none),Americas,2,1,26.25
ORD201610221402,desktop,Macintosh,(not set),(none),Americas,2,1,26.19
ORD201611071802,desktop,Macintosh,(not set),(none),Americas,2,1,26.19
ORD201611081949,desktop,Macintosh,(not set),(none),Europe,2,1,26.19
ORD201702281969,desktop,Macintosh,(not set),(none),Americas,2,1,26.19
ORD201703242018,desktop,Macintosh,(not set),(none),Americas,2,1,26.19
ORD201703302246,desktop,Macintosh,(not set),organic,Americas,2,1,26.19
ORD201706031459,desktop,Macintosh,(not set),(none),Americas,2,1,26.19
ORD201706072350,desktop,Macintosh,(not set),(none),Americas,2,1,26.19
ORD201706082304,desktop,Macintosh,(not set),(none),Americas,2,1,26.19
ORD201707132538,desktop,Linux,(not set),(none),Americas,2,1,26.19
ORD201703282212,desktop,Macintosh,(not set),organic,Americas,2,1,26.0
ORD201707112528,desktop,Windows,(not set),(none),Americas,2,1,26.0
ORD20160917889,desktop,Macintosh,(not set),(none),Americas,2,1,25.99
ORD201609221447,desktop,Macintosh,(not set),(none),Americas,2,1,25.99
ORD201609231445,desktop,Macintosh,(not set),(none),Americas,2,1,25.99
ORD201609261545,desktop,Macintosh,AW - Dynamic Search Ads Whole Site,cpc,Americas,2,1,25.99
ORD201610062092,mobile,Android,(not set),(none),Americas,2,1,25.99
ORD201610161404,desktop,Macintosh,(not set),organic,Americas,2,1,25.99
ORD201610171941,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201610251661,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201610281639,mobile,iOS,(not set),(none),Asia,2,1,25.99
ORD201611011722,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201611011917,desktop,Macintosh,(not set),(none),Americas,2,1,25.99
ORD201611013942,desktop,Windows,(not set),referral,Americas,2,1,25.99
ORD201611152460,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201611162377,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201611164690,tablet,iOS,(not set),referral,Americas,2,1,25.99
ORD201611191439,mobile,Android,(not set),organic,Americas,2,1,25.99
ORD201611232403,desktop,Macintosh,(not set),(none),Americas,2,1,25.99
ORD201611252292,desktop,Macintosh,(not set),(none),Americas,2,1,25.99
ORD201611261685,desktop,Macintosh,(not set),(none),Asia,2,1,25.99
ORD201611283017,desktop,Macintosh,(not set),(none),Americas,2,1,25.99
ORD201611283827,mobile,Android,(not set),(none),Americas,2,1,25.99
ORD201612031425,mobile,iOS,(not set),(none),Americas,2,1,25.99
ORD201612052966,mobile,Android,(not set),(none),Americas,2,1,25.99
ORD201612063055,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201612072741,mobile,Android,(not set),(none),Americas,2,1,25.99
ORD201612111855,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201612112080,mobile,Android,(not set),(none),Americas,2,1,25.99
ORD201612132981,tablet,iOS,(not set),(none),Americas,2,1,25.99
ORD201612133181,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201612133239,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201612142773,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201612162661,mobile,iOS,(not set),(none),Americas,2,1,25.99
ORD201612171952,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201612172194,tablet,iOS,(not set),(none),Americas,2,1,25.99
ORD201612203074,desktop,Macintosh,(not set),(none),Americas,2,1,25.99
ORD201612261471,desktop,Windows,(not set),organic,Asia,2,1,25.99
ORD201612291337,mobile,iOS,(not set),(none),Americas,2,1,25.99
ORD201701052054,desktop,Linux,(not set),(none),Americas,2,1,25.99
ORD201701151336,mobile,iOS,(not set),(none),Americas,2,1,25.99
ORD201701191957,desktop,Chrome OS,(not set),(none),Americas,2,1,25.99
ORD201701301879,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201702022160,desktop,Macintosh,(not set),(none),Americas,2,1,25.99
ORD201702022178,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201702072214,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201702092388,desktop,Windows,(not set),organic,Americas,2,1,25.99
ORD201702152317,desktop,Macintosh,(not set),organic,Americas,2,1,25.99
ORD201702162762,desktop,Macintosh,(not set),referral,Americas,2,1,25.99
ORD201702221950,desktop,Macintosh,(not set),organic,Americas,2,1,25.99
ORD201702271927,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201702281966,desktop,Windows,(not set),organic,Americas,2,1,25.99
ORD201703021708,desktop,Windows,(not set),organic,Americas,2,1,25.99
ORD201703051468,desktop,Macintosh,AW - Accessories,cpc,Americas,2,1,25.99
ORD201703062236,desktop,Macintosh,(not set),organic,Americas,2,1,25.99
ORD201703072178,mobile,Android,(not set),organic,Americas,2,1,25.99
ORD201703072783,desktop,Macintosh,(not set),referral,Americas,2,1,25.99
ORD201703272010,desktop,Windows,(not set),organic,Americas,2,1,25.99
ORD201703302341,desktop,Windows,(not set),organic,Americas,2,1,25.99
ORD201704012179,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201704052053,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201704071877,desktop,Windows,(not set),organic,Americas,2,1,25.99
ORD201704182120,desktop,Windows,(not set),organic,Americas,2,1,25.99
ORD201704202109,desktop,Macintosh,(not set),organic,Americas,2,1,25.99
ORD201704212052,desktop,Windows,(not set),organic,Americas,2,1,25.99
ORD201704263733,desktop,Macintosh,(not set),organic,Americas,2,1,25.99
ORD201704301407,desktop,Macintosh,(not set),organic,Americas,2,1,25.99
ORD201705022259,desktop,Windows,(not set),organic,Americas,2,1,25.99
ORD201705032022,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201705102039,desktop,Macintosh,(not set),(none),Americas,2,1,25.99
ORD201705121978,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201705152354,desktop,Chrome OS,(not set),organic,Americas,2,1,25.99
ORD201705222295,desktop,Windows,(not set),organic,Americas,2,1,25.99
ORD201705242483,mobile,Android,(not set),organic,Americas,2,1,25.99
ORD201705271482,mobile,iOS,(not set),organic,Americas,2,1,25.99
ORD201706013026,mobile,Android,(not set),organic,Americas,2,1,25.99
ORD201706062552,desktop,Macintosh,(not set),(none),Americas,2,1,25.99
ORD201706072365,mobile,iOS,(not set),(none),Europe,2,1,25.99
ORD201706082391,desktop,Windows,(not set),(none),Americas,2,1,25.99
ORD201706132121,desktop,Macintosh,(not set),(none),Americas,2,1,25.99
ORD201706212327,desktop,Linux,(not set),(none),Americas,2,1,25.99
ORD201707072224,mobile,iOS,(not set),organic,Americas,2,1,25.99
ORD201707132586,desktop,Macintosh,(not set),(none),Americas,2,1,25.99
ORD201707142142,desktop,Macintosh,(not set),(none),Americas,2,1,25.99
ORD201707192462,mobile,Android,(not set),organic,Americas,2,1,25.99
ORD201702111501,mobile,iOS,(not set),(none),Americas,2,1,25.98
ORD201706241419,mobile,Android,(not set),(none),Americas,2,1,25.98
ORD201612162720,mobile,Android,(not set),(none),Americas,4,1,25.96
ORD201701261947,mobile,iOS,(not set),(none),Americas,8,1,25.96
ORD201705173254,desktop,Macintosh,(not set),referral,Americas,4,2,25.96
ORD201705201911,mobile,iOS,(not set),organic,Americas,4,2,25.96
ORD201609082625,desktop,Windows,(not set),referral,Americas,2,1,25.93
ORD201702051308,mobile,iOS,(not set),(none),Americas,4,1,25.92
ORD201610031604,desktop,Macintosh,(not set),(none),Americas,2,1,25.9
ORD201705242319,tablet,iOS,(not set),organic,Americas,2,1,25.76
ORD201704071956,desktop,Windows,(not set),(none),Americas,2,1,25.62
ORD201610121987,desktop,Macintosh,(not set),(none),Americas,2,1,25.59
ORD201612301094,desktop,Macintosh,(not set),(none),Americas,2,1,25.59
ORD201703101769,desktop,Macintosh,(not set),(none),Americas,2,1,25.59
ORD201706132172,desktop,Macintosh,(not set),(none),Americas,2,1,25.59
ORD201612212377,desktop,Linux,(not set),(none),Americas,2,1,25.58
ORD201608181547,desktop,Windows,(not set),(none),Americas,2,1,25.49
ORD201608191518,desktop,Linux,(not set),(none),Americas,2,1,25.49
ORD201609091357,mobile,Android,(not set),organic,Americas,2,1,25.49
ORD201704192176,mobile,Android,(not set),organic,Americas,2,1,25.49
ORD201707091779,desktop,Macintosh,(not set),(none),Americas,2,1,25.39
ORD201608191381,desktop,Linux,(not set),(none),Americas,2,1,25.37
ORD201608191564,desktop,Linux,(not set),(none),Americas,8,1,25.36
ORD201609061466,desktop,Macintosh,(not set),(none),Americas,2,1,25.29
ORD201608051585,desktop,Linux,(not set),(none),Americas,2,1,25.28
ORD201705022122,desktop,Macintosh,(not set),(none),Americas,2,1,25.26
ORD201610181882,desktop,Macintosh,(not set),(none),Americas,2,1,25.19
ORD201610181936,desktop,Windows,(not set),(none),Americas,2,1,25.19
ORD201611111733,desktop,Windows,(not set),(none),Americas,2,1,25.19
ORD201612112129,desktop,Macintosh,(not set),(none),Americas,2,1,25.19
ORD201701191910,desktop,Macintosh,(not set),(none),Americas,2,1,25.19
ORD201703181145,desktop,Macintosh,(not set),(none),Americas,2,1,25.19
ORD201705101986,desktop,Macintosh,(not set),organic,Americas,2,1,25.19
ORD201706212364,desktop,Macintosh,(not set),referral,Americas,2,1,25.19
ORD201608091846,desktop,Macintosh,(not set),referral,Americas,2,1,25.06
ORD201608191292,desktop,Linux,(not set),(none),Americas,2,1,25.06
ORD201611232383,mobile,iOS,(not set),(none),Americas,4,1,25.0
ORD201609151998,desktop,Chrome OS,(not set),(none),Americas,2,1,24.99
ORD201609191449,desktop,Macintosh,(not set),organic,Americas,2,1,24.99
ORD201609191678,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201609201556,desktop,Linux,(not set),(none),Americas,2,1,24.99
ORD201609231510,desktop,Windows,(not set),(none),Americas,2,1,24.99
ORD201609241019,desktop,Windows,(not set),(none),Americas,2,1,24.99
ORD20160924998,mobile,iOS,(not set),(none),Americas,2,1,24.99
ORD201609251039,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201609261782,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201609271670,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD20161001869,desktop,Windows,(not set),organic,Americas,2,1,24.99
ORD20161002929,desktop,Windows,(not set),organic,Americas,2,1,24.99
ORD201610043096,mobile,Android,(not set),(none),Americas,2,1,24.99
ORD201610052799,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201610102028,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201610191870,desktop,Linux,(not set),(none),Americas,2,1,24.99
ORD201610201809,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201610211774,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201610231289,mobile,iOS,(not set),(none),Americas,2,1,24.99
ORD201610231432,mobile,iOS,(not set),(none),Americas,2,1,24.99
ORD201610271673,desktop,Macintosh,(not set),organic,Americas,2,1,24.99
ORD201611071987,mobile,iOS,(not set),(none),Americas,2,1,24.99
ORD201611101907,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201611212288,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201611212503,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201611222149,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201611252312,mobile,Android,(not set),(none),Americas,2,1,24.99
ORD201611292916,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201611293253,desktop,Windows,(not set),(none),Americas,2,1,24.99
ORD201611293274,desktop,Windows,(not set),(none),Americas,2,1,24.99
ORD201611303131,mobile,iOS,(not set),cpm,Americas,2,1,24.99
ORD201612012766,tablet,iOS,(not set),(none),Americas,2,1,24.99
ORD201612072530,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201612072587,mobile,Android,(not set),(none),Americas,2,1,24.99
ORD201612082679,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201612092432,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201612092639,desktop,Linux,(not set),(none),Americas,2,1,24.99
ORD201612101876,desktop,Windows,(not set),(none),Americas,2,1,24.99
ORD201612111976,desktop,Windows,(not set),(none),Americas,2,1,24.99
ORD201612133105,tablet,Android,(not set),(none),Americas,2,1,24.99
ORD201612152990,desktop,Windows,(not set),(none),Americas,2,1,24.99
ORD201612162767,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201612162918,desktop,Windows,(not set),(none),Americas,2,1,24.99
ORD201612171927,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201612193404,mobile,iOS,(not set),(none),Americas,2,1,24.99
ORD201612231416,mobile,iOS,(not set),(none),Americas,2,1,24.99
ORD201612261297,desktop,Macintosh,(not set),organic,Americas,2,1,24.99
ORD201612271815,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201612291543,desktop,Chrome OS,(not set),(none),Americas,2,1,24.99
ORD201701102006,desktop,Windows,(not set),(none),Americas,2,1,24.99
ORD201701151258,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201701161627,desktop,Windows,(not set),(none),Americas,2,1,24.99
ORD201701252591,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201701252632,desktop,Windows,(not set),(none),Americas,2,1,24.99
ORD201701252648,desktop,Windows,(not set),organic,Americas,2,1,24.99
ORD201702041343,mobile,iOS,(not set),(none),Americas,2,1,24.99
ORD201702232034,mobile,Android,(not set),organic,Americas,2,1,24.99
ORD201702251368,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201703041381,desktop,Windows,(not set),organic,Europe,2,1,24.99
ORD201703041454,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201703131998,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201703132225,mobile,Android,(not set),(none),Americas,2,1,24.99
ORD201703142158,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201703152225,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201703171797,mobile,iOS,(not set),organic,Americas,2,1,24.99
ORD201703222286,desktop,Windows,(not set),organic,Americas,2,1,24.99
ORD201703272201,desktop,Linux,(not set),(none),Americas,2,1,24.99
ORD201703311935,mobile,Android,(not set),organic,Americas,2,1,24.99
ORD20170401792,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201704112326,desktop,Macintosh,(not set),organic,Americas,2,1,24.99
ORD201704141630,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201704182068,desktop,Macintosh,(not set),organic,Americas,2,1,24.99
ORD201704212015,desktop,Windows,(not set),organic,Americas,2,1,24.99
ORD201704291290,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201705011942,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201705032251,mobile,Android,(not set),(none),Americas,2,1,24.99
ORD201705081890,desktop,Macintosh,(not set),organic,Americas,2,1,24.99
ORD201705173093,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201705182669,mobile,Android,(not set),organic,Americas,2,1,24.99
ORD201705211761,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201706041508,desktop,Macintosh,(not set),organic,Americas,2,1,24.99
ORD201706091978,desktop,Windows,(not set),(none),Americas,2,1,24.99
ORD201706122270,desktop,Linux,(not set),(none),Asia,2,1,24.99
ORD201706292403,mobile,iOS,(not set),(none),Americas,2,1,24.99
ORD201706292560,desktop,Macintosh,(not set),organic,Americas,2,1,24.99
ORD201706301914,desktop,Linux,(not set),(none),Americas,2,1,24.99
ORD201707031763,desktop,Macintosh,(not set),(none),Americas,2,1,24.99
ORD201707052633,desktop,Linux,(not set),(none),Americas,2,1,24.99
ORD201707091760,desktop,Windows,(not set),organic,Americas,2,1,24.99
ORD201707192281,mobile,iOS,AW - Dynamic Search Ads Whole Site,cpc,Americas,2,1,24.99
ORD20161112141,desktop,Windows,(not set),(none),Oceania,2,1,24.98
ORD201611201549,desktop,Windows,(not set),(none),Americas,4,2,24.98
ORD201611283430,tablet,iOS,(not set),(none),Americas,2,1,24.98
ORD201611242268,desktop,Chrome OS,(not set),(none),Americas,4,2,24.97
ORD201706132399,desktop,Macintosh,(not set),referral,Americas,4,1,24.96
ORD201707182637,mobile,Android,(not set),organic,Americas,4,1,24.96
ORD201610072039,desktop,Windows,(not set),organic,Americas,4,1,24.94
ORD201703062085,desktop,Linux,(not set),(none),Americas,2,1,24.79
ORD201705182660,desktop,Windows,(not set),organic,Americas,2,1,24.79
ORD201703282098,desktop,Macintosh,(not set),(none),Americas,2,1,24.78
ORD201706012981,desktop,Macintosh,(not set),(none),Americas,4,2,24.78
ORD201706041498,desktop,Macintosh,(not set),organic,Americas,2,1,24.78
ORD20160807909,desktop,Macintosh,(not set),organic,Americas,2,1,24.65
ORD201703012137,desktop,Macintosh,(not set),(none),Americas,2,1,24.59
ORD201704102034,desktop,Macintosh,(not set),(none),Americas,2,1,24.59
ORD201705222197,desktop,Windows,(not set),(none),Americas,2,1,24.59
ORD201611041766,desktop,Macintosh,(not set),(none),Americas,2,1,24.58
ORD201608241615,desktop,Macintosh,(not set),(none),Americas,2,1,24.54
ORD201608241642,desktop,Chrome OS,AW - Dynamic Search Ads Whole Site,cpc,Americas,2,1,24.5
ORD201608152051,desktop,Linux,(not set),(none),Americas,2,1,24.49
ORD201608241559,desktop,Windows,(not set),referral,Americas,2,1,24.49
ORD201609011539,desktop,Windows,(not set),organic,Americas,2,1,24.49
ORD20160911885,mobile,Android,(not set),organic,Americas,2,1,24.49
ORD201609131506,desktop,Windows,(not set),organic,Americas,2,1,24.49
ORD201608231848,desktop,Chrome OS,(not set),(none),Americas,6,1,24.48
ORD20160814895,desktop,Windows,AW - Dynamic Search Ads Whole Site,cpc,Americas,2,1,24.4
ORD20160807917,desktop,Macintosh,(not set),organic,Americas,2,1,24.28
ORD201706022264,desktop,Macintosh,(not set),(none),Americas,2,1,24.26
ORD201610071837,desktop,Macintosh,(not set),(none),Americas,2,1,24.19
ORD201610191769,desktop,Macintosh,(not set),(none),Americas,2,1,24.19
ORD201611071914,desktop,Macintosh,(not set),(none),Americas,2,1,24.19
ORD201611131496,desktop,Macintosh,(not set),(none),Americas,2,1,24.19
ORD201611303126,desktop,Macintosh,(not set),(none),Americas,2,1,24.19
ORD201612092248,desktop,Macintosh,(not set),(none),Americas,2,1,24.19
ORD201612142745,desktop,Linux,(not set),(none),Americas,2,1,24.19
ORD201612162586,desktop,Macintosh,(not set),(none),Americas,2,1,24.19
ORD201701182031,desktop,Macintosh,(not set),(none),Americas,2,1,24.19
ORD201702222080,desktop,Macintosh,(not set),(none),Americas,2,1,24.19
ORD201702241900,desktop,Macintosh,(not set),(none),Americas,2,1,24.19
ORD201703202162,desktop,Macintosh,(not set),(none),Americas,2,1,24.19
ORD201704122181,desktop,Macintosh,(not set),(none),Americas,2,1,24.19
ORD201706152156,desktop,Windows,(not set),(none),Americas,2,1,24.19
ORD201707062498,desktop,Macintosh,(not set),(none),Americas,2,1,24.19
ORD201707112543,desktop,Macintosh,(not set),(none),Americas,2,1,24.19
ORD201707282340,desktop,Macintosh,(not set),(none),Americas,2,1,24.19
ORD2016080112,desktop,Macintosh,(not set),referral,Americas,2,1,23.99
ORD201609161577,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD20160917991,desktop,Chrome OS,(not set),(none),Americas,2,1,23.99
ORD201609201563,mobile,Android,(not set),organic,Americas,2,1,23.99
ORD201609271696,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201609271725,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD20161002952,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201610052656,desktop,Macintosh,(not set),referral,Americas,2,1,23.99
ORD201610122057,desktop,Windows,(not set),(none),Americas,2,1,23.99
ORD201610191874,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201610202018,desktop,Macintosh,(not set),organic,Americas,2,1,23.99
ORD201610221297,desktop,Linux,(not set),(none),Americas,2,1,23.99
ORD201610221311,mobile,iOS,(not set),(none),Americas,2,1,23.99
ORD201610231277,desktop,Macintosh,(not set),(none),Asia,2,1,23.99
ORD201610242146,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201610251797,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201611011729,tablet,Android,(not set),(none),Americas,2,1,23.99
ORD201611152531,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201611181930,desktop,Linux,(not set),(none),Americas,2,1,23.99
ORD201611201685,desktop,Windows,(not set),organic,Americas,2,1,23.99
ORD201611252202,desktop,Windows,(not set),(none),Americas,2,1,23.99
ORD201611252366,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201611261750,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201611272075,desktop,Windows,(not set),(none),Americas,2,1,23.99
ORD201611283371,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201611283667,desktop,Windows,(not set),(none),Americas,2,1,23.99
ORD201612012775,mobile,Android,(not set),(none),Americas,2,1,23.99
ORD201612022315,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201612031658,tablet,iOS,(not set),(none),Americas,2,1,23.99
ORD201612041691,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201612041843,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201612052759,desktop,Windows,(not set),referral,Americas,2,1,23.99
ORD201612072802,tablet,iOS,(not set),(none),Americas,2,1,23.99
ORD201612101964,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201612102075,desktop,Windows,(not set),(none),Americas,2,1,23.99
ORD201612111967,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201612132998,desktop,Macintosh,(not set),(none),Europe,2,1,23.99
ORD201612162549,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201612162712,desktop,Windows,(not set),(none),Americas,2,1,23.99
ORD201612172111,mobile,Android,(not set),(none),Americas,2,1,23.99
ORD201612193223,desktop,Windows,(not set),(none),Americas,2,1,23.99
ORD201612202874,desktop,Windows,(not set),referral,Americas,2,1,23.99
ORD201612251091,desktop,Windows,(not set),organic,Americas,2,1,23.99
ORD201612291393,mobile,iOS,(not set),(none),Americas,2,1,23.99
ORD201612291563,tablet,iOS,(not set),(none),Americas,2,1,23.99
ORD201701032392,desktop,Linux,(not set),(none),Americas,2,1,23.99
ORD201701051937,desktop,Windows,(not set),(none),Americas,2,1,23.99
ORD201701112095,tablet,Android,(not set),(none),Americas,2,1,23.99
ORD201701121883,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201701131725,desktop,Windows,(not set),(none),Americas,2,1,23.99
ORD201701181883,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201701191769,desktop,Linux,(not set),(none),Americas,2,1,23.99
ORD201701191984,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201702031943,desktop,Windows,(not set),(none),Americas,2,1,23.99
ORD201702051307,mobile,iOS,(not set),(none),Americas,2,1,23.99
ORD201702082084,mobile,Android,(not set),(none),Americas,2,1,23.99
ORD201702132044,desktop,Linux,(not set),(none),Americas,2,1,23.99
ORD201703011999,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
ORD201703021752,desktop,Windows,(not set),(none),Americas,2,1,23.99
ORD201703081989,desktop,Linux,(not set),(none),Americas,2,1,23.99
ORD201703101937,desktop,Windows,(not set),(none),Americas,2,1,23.99
ORD201703141827,mobile,iOS,(not set),organic,Americas,2,1,23.99
ORD201703142094,desktop,Macintosh,(not set),(none),Americas,2,1,23.99
